,ATRL,bahl,EPCL,FCCL,LUCK,MCB,MLCF,NETSOL,NML,OGDC,PPL,PSO,SEARL,TRG,OGDX
0,0.0033031846184311564,1.797140725445033,6.0281593856905396,12.50033473596935,0.4209045239466231,0.253036475914584,6.501144814075884,2.073564122549752,0.7528296122295705,0,0.42467386129042034,0.37304153366573745,0.17523570867353114,5.586720677113717,0.5560644741729299
